"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Affiliated Entity Name","Affiliated Entity ID","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2 Number of Complaint Health Deficiencies","Rating Cycle 2 Health Deficiency Score","Rating Cycle 2 Number of Health Revisits","Rating Cycle 2 Health Revisit Score","Rating Cycle 2 Total Health Score","Rating Cycle 3 Standard Health Survey Date","Rating Cycle 3 Total Number of Health Deficiencies","Rating Cycle 3 Number of Standard Health Deficiencies","Rating Cycle 3 Number of Complaint Health Deficiencies","Rating Cycle 3 Health Deficiency Score","Rating Cycle 3 Number of Health Revisits","Rating Cycle 3 Health Revisit Score","Rating Cycle 3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
425110,"OAK HARBOR HEALTHCARE","921 BOWMAN ROAD","MT PLEASANT",SC,29464,8438848903,090,Charleston,"For profit - Limited Liability company",132,124.7,,"Medicare and Medicaid",N,"STARLING HEALTHCARE, INC.",1977-11-22,"THE ENSIGN GROUP",507,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,4,,3,,,,1.90547,0.85088,0.41774,1.26862,3.17409,2.82920,0.28139,0.06489,48.0,,42.9,,0,,1.85361,0.65249,0.29931,2.80541,2.09424,0.96235,0.52592,3.56627,3.17876,2024-03-29,6,5,1,56,1,0,56,2022-03-16,5,4,1,20,1,0,20,2020-08-27,1,1,0,4,1,0,4,35.333,1,0,,1,7900.75,0,1,"921 BOWMAN ROAD,MT PLEASANT,SC,29464",32.8152,-79.858,,2024-06-01
425111,"MORRELL NURSING CENTER","900 NORTH MARQUIS HWY",HARTSVILLE,SC,29551,8433835164,150,Darlington,"For profit - Corporation",154,110.9,,"Medicare and Medicaid",N,"MORRELL NURSING CENTER LLC",1977-11-28,,,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,2,,4,,,,3.01348,1.10930,0.46461,1.57391,4.58739,3.66767,0.12788,0.04058,38.5,,50.0,,0,,2.03016,0.74278,0.43781,3.21076,3.02400,1.10212,0.39988,4.50349,3.60059,2022-12-01,2,2,0,8,1,0,8,2021-05-13,8,6,2,174,1,0,174,2019-05-02,2,2,0,12,1,0,12,64.000,1,0,0,1,18356.00,0,1,"900 NORTH MARQUIS HWY,HARTSVILLE,SC,29551",34.3975,-80.024,,2024-06-01
425112,"SIMPSONVILLE POST ACUTE","807 SOUTH EAST MAIN STREET",SIMPSONVILLE,SC,29681,8649636069,220,Greenville,"For profit - Limited Liability company",132,120.2,,"Medicare and Medicaid",N,"SIMPSONVILLE COMMUNITY HEALTHCARE, LLC",1977-12-16,"PROVIDENCE GROUP",429,N,,Y,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,,,1.88461,0.86707,0.50797,1.37504,3.25965,2.84929,0.24681,0.06955,60.4,,40.0,,0,,1.90308,0.67431,0.29947,2.87686,2.01747,0.94894,0.63915,3.57143,3.12183,2022-09-09,5,3,3,40,1,0,40,2021-05-26,17,16,1,108,1,0,108,2019-05-23,5,5,0,24,1,0,24,60.000,3,1,0,1,38081.29,0,1,"807 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681",34.7239,-82.257,,2024-06-01
425113,"PRUITTHEALTH- DILLON","413 LAKESIDE COURT",DILLON,SC,29536,8437742741,160,Dillon,"For profit - Limited Liability company",84,55.2,,"Medicare and Medicaid",N,"PRUITTHEALTH - DILLON, LLC",1978-07-01,PRUITTHEALTH,434,N,,N,Y,N,Resident,Yes,5,,4,,5,,4,,5,,4,,,,1.75883,1.02441,0.47349,1.49790,3.25674,3.02847,0.25468,0.04352,50.0,,16.7,,0,,1.85021,0.61529,0.26216,2.72766,1.93663,1.22867,0.68058,3.76343,3.49965,2022-03-02,5,5,0,24,1,0,24,2020-10-21,0,0,0,0,0,0,0,2019-04-25,3,3,0,44,1,0,44,19.333,0,0,,0,0.00,0,0,"413 LAKESIDE COURT,DILLON,SC,29536",34.4311,-79.353,,2024-06-01
425114,"POCOTALIGO RIVER HEALTH AND REHAB","5583 SUMMERTON HIGHWAY",MANNING,SC,29102,8034782323,130,Clarendon,"Non profit - Other",88,85.4,,"Medicare and Medicaid",N,"CLARENDON MEMORIAL HOSPITAL",1978-07-01,,,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,2,,4,,,,2.28789,1.08988,0.45140,1.54128,3.82917,3.53505,0.26484,0.05456,40.4,,57.1,,0,,1.96145,0.65313,0.31977,2.93435,2.37630,1.23147,0.53192,4.11324,3.79730,2022-08-05,1,1,0,4,1,0,4,2021-05-14,0,0,0,0,0,0,0,2019-05-15,0,0,0,0,0,0,0,2.000,0,0,,0,0.00,0,0,"5583 SUMMERTON HIGHWAY,MANNING,SC,29102",33.6746,-80.359,,2024-06-01
425115,"HONORAGE NURSING CENTER","1207 NORTH CASHUA ROAD",FLORENCE,SC,29501,8436656172,200,Florence,"For profit - Corporation",88,66.2,,"Medicare and Medicaid",N,"HONORAGE NURSING HOME CENTER INC",1978-07-01,,,N,,N,Y,N,Resident,Yes,4,,4,,2,,3,,1,,3,,,,2.47786,1.06433,0.39525,1.45958,3.93744,3.16999,0.41788,0.01216,47.1,,20.0,,,6,2.11522,0.69787,0.30089,3.11399,2.38651,1.12549,0.49498,3.98555,3.20872,2022-03-17,4,4,0,20,1,0,20,2020-10-21,1,1,0,8,1,0,8,2019-04-11,4,4,0,36,1,0,36,18.667,0,0,0,2,4374.50,0,2,"1207 NORTH CASHUA ROAD,FLORENCE,SC,29501",34.2149,-79.797,,2024-06-01
425116,"EDISTO POST ACUTE","575 STONEWALL JACKSON BOULEVARD",ORANGEBURG,SC,29115,8035347771,370,Orangeburg,"For profit - Limited Liability company",113,102.8,,"Medicare and Medicaid",N,"ORANGEBURG POST ACUTE, LLC",1978-07-01,"PROVIDENCE GROUP",429,N,,N,Y,N,Resident,Yes,1,,2,,4,,5,,3,,1,,,,1.95673,0.91085,0.21284,1.12369,3.08042,2.64528,0.11262,0.06183,67.6,,83.3,,1,,1.95222,0.69728,0.29735,2.94686,2.04195,0.96400,0.26972,3.29490,2.82946,2022-05-12,4,3,1,87,1,0,87,2020-10-22,1,0,1,20,0,0,20,2019-04-18,7,7,0,40,1,0,40,56.833,0,2,0,2,33280.00,1,3,"575 STONEWALL JACKSON BOULEVARD,ORANGEBURG,SC,29115",33.4807,-80.868,,2024-06-01
425117,"CARLYLE SENIOR CARE OF KINGSTREE","401 NELSON BOULEVARD",KINGSTREE,SC,29556,8433556116,440,Williamsburg,"For profit - Limited Liability company",96,89.5,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF KINGSTREE, LLC",1978-07-01,"CARLYLE SENIOR CARE",599,N,,N,N,N,Resident,Yes,4,,4,,3,,4,,1,,4,,,,2.20414,0.79885,0.54343,1.34228,3.54642,3.10585,0.63018,0.00504,36.5,,11.1,,0,,1.97748,0.63877,0.27562,2.89187,2.27076,0.92292,0.74294,3.86547,3.38527,2023-05-25,2,2,0,8,1,0,8,2021-09-17,0,0,0,0,0,0,0,2019-08-22,4,4,0,40,1,0,40,10.667,0,0,0,0,0.00,0,0,"401 NELSON BOULEVARD,KINGSTREE,SC,29556",33.6598,-79.823,,2024-06-01
425118,"BENNETTSVILLE HEALTH AND REHABILITATION CENTER","710 15-401 BYPASS, WEST",BENNETTSVILLE,SC,29512,8434796251,340,Marlboro,"For profit - Corporation",110,103.9,,"Medicare and Medicaid",N,"BENNETTSVILLE HEALTH CARE LLC",1978-07-01,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,Y,Resident,Yes,1,,1,,2,,4,,1,,2,,,,1.99950,0.79897,0.46611,1.26508,3.26458,2.81708,0.24727,0.00000,,6,,6,1,,1.93439,0.65824,0.29623,2.88886,2.10582,0.89575,0.59290,3.56198,3.07371,2023-05-11,10,6,4,169,1,0,169,2021-08-12,16,16,0,108,1,0,108,2019-09-19,6,5,1,68,2,34,102,137.500,2,3,,1,6714.50,0,1,"710 15-401 BYPASS, WEST,BENNETTSVILLE,SC,29512",34.6246,-79.607,,2024-06-01
425119,"THE PALMS AT FLORENCE","4438 PAMPLICO HIGHWAY",FLORENCE,SC,29505,8436693502,200,Florence,"For profit - Corporation",163,147.1,,"Medicare and Medicaid",N,"COMMANDER OPERATOR LLC",1978-07-01,,,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,4,,,,2.43782,1.25252,0.44571,1.69823,4.13605,3.58528,0.17471,0.01565,50.5,,36.4,,1,,2.01078,0.68562,0.32274,3.01914,2.46991,1.34816,0.52038,4.31811,3.74310,2023-10-25,1,1,0,20,1,0,20,2021-12-02,6,6,0,36,1,0,36,2020-07-31,1,1,0,4,1,0,4,22.667,0,0,,1,7900.75,0,1,"4438 PAMPLICO HIGHWAY,FLORENCE,SC,29505",34.1065,-79.704,,2024-06-01
425121,"OAK VIEW HEALTH AND REHABILITATION","3300 4TH AVENUE",CONWAY,SC,29527,8432485728,250,Horry,"For profit - Corporation",190,125.1,,"Medicare and Medicaid",N,"BLUEBIRD HEALTHCARE, INC.",1978-07-01,"THE ENSIGN GROUP",507,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,4,,3,,,,2.32696,0.98003,0.50443,1.48445,3.81141,3.33704,0.23810,0.08274,54.6,,53.3,,0,,1.99028,0.68524,0.32648,3.00200,2.38187,1.05545,0.58220,4.00191,3.50382,2023-11-10,3,3,0,32,1,0,32,2021-12-16,6,6,0,36,1,0,36,2020-02-26,3,1,2,154,1,0,154,53.667,1,0,0,1,15245.75,0,1,"3300 4TH AVENUE,CONWAY,SC,29527",33.8198,-79.078,,2024-06-01
425122,"INMAN OPERATIONS","51 N MAIN ST",INMAN,SC,29349,8644729370,410,Spartanburg,"For profit - Limited Liability company",40,32.8,,"Medicare and Medicaid",N,"INMAN OPERATIONS LLC",1978-07-01,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,,2,3,,,,2.07175,0.79455,0.76751,1.56206,3.63381,3.15784,0.74737,0.00625,,6,,6,,6,2.02122,0.60276,0.26201,2.88599,2.08818,0.97279,1.10381,3.96879,3.44895,2024-03-07,5,5,0,32,1,0,32,2022-02-18,4,4,4,44,2,22,66,2020-11-04,6,6,0,36,1,0,36,44.000,0,0,,1,657.80,0,1,"51 N MAIN ST,INMAN,SC,29349",35.0507,-82.092,,2024-06-01
425127,"PRUITTHEALTH- ROCK HILL","261 S HERLONG AVE","ROCK HILL",SC,29732,8033667133,450,York,"For profit - Corporation",132,79.1,,"Medicare and Medicaid",N,"PRUITTHEALTH - ROCK HILL, LLC",1980-07-01,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,4,,3,,,,1.93113,0.69893,0.76027,1.45921,3.39034,2.73521,0.46464,0.08209,45.1,,66.7,,2,,2.04613,0.65519,0.27400,2.97532,1.92275,0.78725,1.04555,3.59171,2.89767,2023-04-21,9,7,3,107,1,0,107,2021-08-26,6,4,2,24,1,0,24,2020-01-14,8,8,0,52,1,0,52,70.167,5,2,0,1,23989.00,0,1,"261 S HERLONG AVE,ROCK HILL,SC,29732",34.9553,-81.053,,2024-06-01
425128,"WHITE OAK MANOR - CHARLESTON","9285 MEDICAL PLAZA DR",CHARLESTON,SC,29418,8437978282,090,Charleston,"For profit - Corporation",176,147.9,,"Medicare and Medicaid",N,"WHITE OAK MANOR INC",1979-05-21,"WHITE OAK MANAGEMENT",564,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,3,,3,,,,2.37490,1.12807,0.37681,1.50488,3.87978,3.42813,0.17293,0.06160,53.1,,30.8,,0,,2.08049,0.69478,0.33428,3.10955,2.32554,1.19820,0.42475,3.93279,3.47497,2022-10-13,6,4,2,24,1,0,24,2021-05-06,2,2,0,8,1,0,8,2019-07-11,9,9,0,60,1,0,60,24.667,0,1,0,0,0.00,0,0,"9285 MEDICAL PLAZA DR,CHARLESTON,SC,29418",32.8930,-80.060,22,2024-06-01
425129,"BRIAN CENTER NURSING CARE - ST ANDREWS","3514 SIDNEY ROAD",COLUMBIA,SC,29210,8037989715,390,Richland,"For profit - Limited Liability company",108,81.7,,"Medicare and Medicaid",N,"BRIAN CENTER/ST. ANDREWS, LLC",1979-05-23,"CHOICE HEALTH MANAGEMENT",140,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,2,,1,,,,2.05196,1.05323,0.19780,1.25103,3.30299,3.03003,0.20626,0.02992,79.3,,50.0,,0,,1.96166,0.67608,0.29998,2.93772,2.13103,1.14965,0.24847,3.54395,3.25108,2024-01-24,9,8,1,40,1,0,40,2021-10-28,18,17,1,108,2,54,162,2020-01-24,12,1,11,108,1,0,108,92.000,14,6,,2,73043.75,1,3,"3514 SIDNEY ROAD,COLUMBIA,SC,29210",34.0518,-81.132,,2024-06-01
425131,"OAKS HEALTHCARE","151 LOVELY DRIVE",ORANGEBURG,SC,29115,8035341212,370,Orangeburg,"For profit - Limited Liability company",122,96.4,,"Medicare and Medicaid",N,"THE OAKS HEALTHCARE, LLC",1978-07-01,,,Y,,N,N,N,Resident,Yes,2,,2,,3,,4,,1,,3,,,,2.58381,1.27147,0.22782,1.49930,4.08311,3.48539,0.10794,0.11366,37.5,,80.0,,0,,2.00156,0.66493,0.29750,2.96400,2.62988,1.41116,0.28855,4.34215,3.70651,2022-10-07,3,3,0,16,1,0,16,2021-09-02,13,12,1,64,1,0,64,2019-07-26,13,11,2,64,1,0,64,40.000,0,3,,21,128897.40,1,22,"151 LOVELY DRIVE,ORANGEBURG,SC,29115",33.4220,-80.851,,2024-06-01
425132,"RIDGELAND NURSING CENTER INC","1516 GRAYS HIGHWAY",RIDGELAND,SC,29936,8437265581,060,Beaufort,"For profit - Limited Liability company",88,83.1,,"Medicare and Medicaid",N,"SC OPCO LLC",1979-08-17,,,N,,N,N,N,Both,Yes,1,,1,,2,,2,,2,,1,,,,1.78595,0.65707,0.34468,1.00175,2.78770,2.35595,0.30540,0.05530,,6,,6,,6,1.96128,0.66325,0.27266,2.89720,1.85512,0.73109,0.47635,3.03291,2.56318,2024-03-22,3,2,1,12,1,0,12,2022-01-19,13,4,9,201,1,0,201,2020-08-26,13,8,5,306,1,0,306,124.000,5,4,,5,110948.34,1,6,"1516 GRAYS HIGHWAY,RIDGELAND,SC,29936",32.5059,-80.991,,2024-06-01
425138,"CHANDLER CREEK POST ACUTE","401 CHANDLER RD",GREER,SC,29651,8648791370,220,Greenville,"For profit - Limited Liability company",133,121.8,,"Medicare and Medicaid",N,"GREER COMMUNITY HEALTHCARE, LLC",1980-12-11,"PROVIDENCE GROUP",429,N,,N,Y,N,Resident,Yes,2,,1,,5,,5,,5,,2,,,,1.68099,0.86616,0.50967,1.37583,3.05682,2.71123,0.24042,0.08213,61.7,,25.0,,,6,1.91454,0.66425,0.29242,2.87120,1.78873,0.96230,0.65676,3.35581,2.97641,2022-03-04,8,8,0,157,1,0,157,2020-03-17,7,6,1,28,1,0,28,2018-11-29,13,12,0,72,1,0,72,99.833,0,1,1,1,14321.65,0,1,"401 CHANDLER RD,GREER,SC,29651",34.9539,-82.239,,2024-06-01
425139,"SENECA HEALTH & REHABILITATION CENTER","140 TOKEENA RD",SENECA,SC,29678,8648821642,360,Oconee,"For profit - Limited Liability company",132,113.2,,"Medicare and Medicaid",N,"SENECA FACILITY LLC",1981-02-18,,,N,,N,N,N,Resident,Yes,2,,3,,3,,2,,3,,1,,,,1.96680,1.19745,0.32629,1.52373,3.49054,3.16661,0.12511,0.04378,,6,,6,,6,2.03643,0.68465,0.31300,3.03408,1.96759,1.29071,0.39281,3.62624,3.28972,2023-06-09,6,5,1,24,1,0,24,2021-10-29,3,3,0,44,1,0,44,2019-10-03,7,5,2,68,1,0,68,38.000,1,2,,3,19401.20,0,3,"140 TOKEENA RD,SENECA,SC,29678",34.6548,-82.963,,2024-06-01
425140,"PRUITTHEALTH- MONCKS CORNER","505 SOUTH LIVE OAK DRIVE","MONCKS CORNER",SC,29461,8437618368,070,Berkeley,"For profit - Corporation",132,84.6,,"Medicare and Medicaid",N,"PRUITTHEALTH - MONCKS CORNER, LLC",1981-09-09,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,1,,2,,4,,2,,5,,1,,,,1.68770,0.44469,0.59951,1.04419,2.73190,2.26144,0.35303,0.02815,62.9,,81.3,,1,,2.00809,0.64590,0.29419,2.94818,1.71221,0.50808,0.76788,2.92080,2.41781,2022-10-05,3,2,1,28,1,0,28,2021-04-28,3,3,0,28,1,0,28,2019-07-19,14,13,1,120,1,0,120,43.333,1,1,0,1,15030.00,0,1,"505 SOUTH LIVE OAK DRIVE,MONCKS CORNER,SC,29461",33.1871,-80.020,,2024-06-01
425142,"HEARTLAND HEALTH CARE CENTER - UNION","709 RICE AVENUE",UNION,SC,29379,8644270306,430,Union,"Non profit - Other",88,73.9,,"Medicare and Medicaid",N,"OAKMONT OF UNION SC LLC",1981-10-06,"HCR MANORCARE",253,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,4,,,,1.98224,0.87122,0.56670,1.43792,3.42016,3.08484,0.24529,0.10098,36.8,,30.0,,0,,2.04493,0.69465,0.32771,3.06729,1.97479,0.92557,0.65161,3.51466,3.17007,2023-05-10,2,2,0,20,1,0,20,2021-10-13,4,4,0,16,1,0,16,2019-09-06,3,1,2,129,1,0,129,36.833,1,0,,1,35360.00,0,1,"709 RICE AVENUE,UNION,SC,29379",34.7192,-81.646,,2024-06-01
425143,"ST GEORGE HEALTHCARE CENTER","905 DUKE STREET","SAINT GEORGE",SC,29477,8435634602,170,Dorchester,"For profit - Limited Liability company",88,78.4,,"Medicare and Medicaid",N,"ST GEORGE HEALTH CARE LLC",1981-12-18,"FUNDAMENTAL HEALTHCARE",231,N,,Y,N,N,Both,Yes,1,,1,,1,,2,,1,,2,,,,1.84524,0.90244,0.27406,1.17650,3.02174,2.81294,0.16831,0.00911,59.5,,100.0,,0,,1.85884,0.63877,0.27350,2.77111,2.02234,1.04260,0.37758,3.43712,3.19962,2023-02-08,8,6,8,135,2,68,203,2021-08-13,9,5,4,68,1,0,68,2019-09-13,16,16,0,104,1,0,104,141.500,6,1,,3,46176.00,0,3,"905 DUKE STREET,SAINT GEORGE,SC,29477",33.1854,-80.581,22,2024-06-01
425145,"PRUITTHEALTH- AIKEN","830 LAURENS STREET NORTH",AIKEN,SC,29801,8036496264,010,Aiken,"For profit - Corporation",176,125.8,,"Medicare and Medicaid",N,"PRUITTHEALTH - AIKEN, LLC",1982-04-06,PRUITTHEALTH,434,N,,Y,N,N,Resident,Yes,1,,1,,3,,4,,2,,4,,,,1.63406,1.11733,0.46304,1.58037,3.21443,2.47258,0.20994,0.03711,37.5,,15.4,,1,,1.78496,0.64170,0.27083,2.69749,1.86502,1.28498,0.64424,3.75609,2.88923,2022-08-12,6,3,3,28,1,0,28,2022-02-18,10,10,2,48,1,0,48,2021-09-17,11,11,1,348,2,174,522,117.000,7,1,,3,192728.66,0,3,"830 LAURENS STREET NORTH,AIKEN,SC,29801",33.5761,-81.721,,2024-06-01
425146,"SANDPIPER POST ACUTE","1049 ANNA KNAPP BOULEVARD","MOUNT PLEASANT",SC,29464,8438813210,090,Charleston,"For profit - Limited Liability company",176,165.6,,"Medicare and Medicaid",N,"MT. PLEASANT SNF, LLC",1981-09-01,"PROVIDENCE GROUP",429,N,"SFF Candidate",N,N,N,Resident,Yes,1,,1,,2,,2,,2,,1,,,,1.70237,0.77404,0.30003,1.07406,2.77643,2.52373,0.20673,0.05399,69.2,,40.0,,,6,1.91245,0.63870,0.27133,2.82248,1.81346,0.89435,0.41667,3.10062,2.81841,2023-05-19,18,14,5,233,1,0,233,2021-09-01,14,14,0,200,1,0,200,2019-11-22,5,5,0,32,1,0,32,188.500,3,2,,3,73914.50,0,3,"1049 ANNA KNAPP BOULEVARD,MOUNT PLEASANT,SC,29464",32.8075,-79.863,,2024-06-01
425147,"LIFE CARE CENTER OF HILTON HEAD","120 LAMOTTE DRIVE","HILTON HEAD ISLAND",SC,29926,8436816006,060,Beaufort,"For profit - Corporation",88,54.3,,"Medicare and Medicaid",N,"LIFE CARE CENTERS OF AMERICA, INC.",1982-01-26,"LIFE CARE CENTERS OF AMERICA",311,N,,N,Y,N,Resident,Yes,4,,4,,2,,2,,3,,4,,,,2.30158,0.74685,0.82096,1.56782,3.86939,3.52909,0.57792,0.07010,39.2,,41.7,,0,,1.86654,0.65855,0.32099,2.84608,2.51207,0.83692,0.96373,4.28535,3.90846,2022-02-16,4,4,4,16,1,0,16,2020-10-29,1,0,1,4,0,0,4,2019-07-25,2,2,0,8,1,0,8,10.667,1,0,,0,0.00,0,0,"120 LAMOTTE DRIVE,HILTON HEAD ISLAND,SC,29926",32.2234,-80.717,,2024-06-01
425149,"LAKE CITY SCRANTON HEALTHCARE CENTER","1940 BOYD ROAD",SCRANTON,SC,29591,8433899201,200,Florence,"For profit - Limited Liability company",88,82.8,,"Medicare and Medicaid",N,"PALMETTO LAKE CITY OPERATING LLC",1983-07-21,"FUNDAMENTAL HEALTHCARE",231,N,,N,Y,N,Resident,Yes,1,,1,,3,,3,,3,,2,,,,1.74758,0.72717,0.45501,1.18218,2.92976,2.58883,0.31142,0.01461,57.7,,14.3,,2,,1.90957,0.66650,0.29452,2.87060,1.86443,0.80515,0.58213,3.21699,2.84264,2022-03-24,13,13,0,104,2,52,156,2020-08-19,5,5,0,72,1,0,72,2019-01-25,18,13,4,88,1,0,88,116.667,4,2,1,10,41357.25,0,10,"1940 BOYD ROAD,SCRANTON,SC,29591",33.9145,-79.738,,2024-06-01
425150,"FRASER HEALTH CENTER","300 WOOD HAVEN DRIVE","HILTON HEAD ISLAND",SC,29928,8438423747,060,Beaufort,"Non profit - Corporation",33,23.7,,Medicare,N,"SEABROOK OF HILTON HEAD, INC",1983-11-23,,,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,4,,5,,,,3.35642,1.92234,1.16633,3.08867,6.44509,5.16698,0.58317,0.02982,47.7,,37.5,,0,,2.03513,0.66035,0.30667,3.00215,3.35992,2.14831,1.43310,6.76688,5.42496,2023-07-27,2,2,0,20,1,0,20,2021-10-13,0,0,0,0,0,0,0,2020-02-13,2,2,0,8,1,0,8,11.333,0,0,,0,0.00,0,0,"300 WOOD HAVEN DRIVE,HILTON HEAD ISLAND,SC,29928",32.1495,-80.761,,2024-06-01
425154,"HERITAGE HOME OF FLORENCE INC","515 SOUTH WARLEY STREET",FLORENCE,SC,29501,8436624573,200,Florence,"For profit - Corporation",132,80.2,,"Medicare and Medicaid",N,"HERITAGE HOME OF FLORENCE, INC",1986-02-21,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,3,,4,,,,2.82029,1.11016,0.36795,1.47812,4.29841,3.62911,0.10283,0.05836,47.2,,25.0,,0,,2.10523,0.65348,0.27740,3.03611,2.72922,1.25370,0.49982,4.46253,3.76768,2023-01-06,1,1,0,4,1,0,4,2021-06-24,11,11,0,44,1,0,44,2020-01-16,9,6,3,182,1,0,182,47.000,1,0,1,4,23911.31,0,4,"515 SOUTH WARLEY STREET,FLORENCE,SC,29501",34.1893,-79.774,,2024-06-01
425155,"LANCASTER HEALTH AND REHABILITATION","2044 PAGELAND HWY",LANCASTER,SC,29720,8032857907,280,Lancaster,"For profit - Corporation",142,136.8,,"Medicare and Medicaid",N,"LANCASTER HEALTH CARE LLC",1986-02-24,"FUNDAMENTAL HEALTHCARE",231,N,,N,Y,N,Both,Yes,1,,2,,3,,3,,3,,1,,,,1.84128,0.93384,0.29156,1.22540,3.06668,2.54501,0.20434,0.03896,49.1,,61.5,,0,,1.97647,0.69155,0.33521,3.00324,1.89790,0.99652,0.32774,3.21861,2.67110,2022-05-20,12,3,9,64,1,0,64,2020-12-03,1,1,0,4,1,0,4,2019-02-01,9,8,1,104,1,0,104,50.667,0,3,0,1,986.70,0,1,"2044 PAGELAND HWY,LANCASTER,SC,29720",34.7214,-80.720,,2024-06-01
425156,"OAKBROOK HEALTH AND REHABILITATION CENTER","920 TRAVELERS BOULEVARD",SUMMERVILLE,SC,29485,8438759053,170,Dorchester,"For profit - Limited Liability company",88,73.8,,"Medicare and Medicaid",N,"OAKBROOK HEALTH CARE LLC",1986-12-17,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Both,Yes,5,,5,,2,,1,,3,,2,,,,1.46579,0.69336,0.68020,1.37357,2.83935,2.45598,0.46544,0.02472,60.7,,50.0,,1,,1.95380,0.71293,0.34038,3.00710,1.52839,0.71772,0.75302,2.97620,2.57435,2023-05-19,2,0,2,8,0,0,8,2021-10-08,1,1,0,4,1,0,4,2019-10-18,1,1,0,16,1,0,16,8.000,1,0,,0,0.00,0,0,"920 TRAVELERS BOULEVARD,SUMMERVILLE,SC,29485",32.9553,-80.163,,2024-06-01
