"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2",City/Town,State,"ZIP Code",County/Parish,"Telephone Number","CMS Region","Measure Code","Measure Name",Score,Footnote,"Measure Date Range"
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",7.1,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",54,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",14,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",0.0,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",41,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_07_DENOMINATOR,"Per-beneficiary spending (U.S. dollars $)",68,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_07_OBSERVED,"Per-beneficiary spending (U.S. dollars $)","18,042",,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_07_PERCENTILE,"Per-beneficiary spending (U.S. dollars $)",64,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_08_DENOMINATOR,"Nurse care minutes per routine home care days (minutes)","7,599",,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_08_OBSERVED,"Nurse care minutes per routine home care days (minutes)",13.1,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_08_PERCENTILE,"Nurse care minutes per routine home care days (minutes)",59,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_09_DENOMINATOR,"Skilled nursing minutes on weekends (% minutes)","99,435",,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_09_OBSERVED,"Skilled nursing minutes on weekends (% minutes)",4.6,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_09_PERCENTILE,"Skilled nursing minutes on weekends (% minutes)",12,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_10_DENOMINATOR,"Visits near death (% decedents)",41,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_10_OBSERVED,"Visits near death (% decedents)",95.1,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,H_012_10_PERCENTILE,"Visits near death (% decedents)",65,,01/01/2021-12/31/2022
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Average_Daily_Census,"Average Daily Census",10.0,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Provided_Home_Care_and_other,"Provided Routine Home Care and other levels of care",Yes,,01/01/2018-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Provided_Home_Care_only,"Provided Routine Home Care only",No,,01/01/2018-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_Cancer,"Percent of Patients with Cancer","Not Available",13,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_Dementia,"Percent of Patients with Dementia",30,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_Stroke,"Percent of Patients with Stroke","Not Available",13,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_Circ_Heart_Disease,"Percent of Patients with Circulatory/heart disease",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_Resp_Disease,"Percent of Patients with Respiratory disease",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Pct_Pts_w_other_conditions,"Percent of Patients with Other Conditions",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Home,"Care Provided in Home",85,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Assisted_Living,"Care Provided in Assisted Living Facility",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Nursing_Facility,"Care Provided in Nursing Facility",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Skilled_Nursing,"Care Provided in Skilled Nursing Facility",14,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Inpatient_Hospital,"Care Provided in Inpatient Hospital Facility",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_Inpatient_Hospice,"Care Provided in Inpatient Hospice Facility",0,14,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Care_Provided_other_locations,"Care Provided in All other locations",1,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Bene_MA_Pct,"Hospice served at least 1 patient enrolled in Medicare Advantage during one year",Yes,,01/01/2020-12/31/2020
421580,"INTERIM HEALTH CARE OF THE TRIAD, INC","154 AMENDMENT AVE  SUITE 105",,"ROCK HILL",SC,29732,York,"(803) 324-4166",4,Bene_Dual_Pct,"Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year",Yes,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_001_01_DENOMINATOR,,169,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_001_01_OBSERVED,"Hospice and Palliative Care Treatment Preferences",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_002_01_DENOMINATOR,,169,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_002_01_OBSERVED,"Beliefs & Values Addressed (if desired by the patient)",99.4,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_003_01_DENOMINATOR,,169,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_003_01_OBSERVED,"Hospice and Palliative Care Pain Screening",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_004_01_DENOMINATOR,,56,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_004_01_OBSERVED,"Hospice and Palliative Care Pain Assessment",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_005_01_DENOMINATOR,,169,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_005_01_OBSERVED,"Hospice and Palliative Care Dyspnea Screening",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_006_01_DENOMINATOR,,39,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_006_01_OBSERVED,"Hospice and Palliative Care Dyspnea Treatment",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_007_01_DENOMINATOR,,40,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_007_01_OBSERVED,"Patient Treated with an Opioid Who Are Given a Bowel Regimen",100.0,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_008_01_DENOMINATOR,,169,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_008_01_OBSERVED,"Hospice and Palliative Care Composite Process Measure",99.4,,07/01/2022-06/30/2023
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_011_01_DENOMINATOR,"Hospice Visits in the Last Days of Life",412,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_011_01_OBSERVED,"Hospice Visits in the Last Days of Life",57.3,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_01_DENOMINATOR,"CHC/GIP provided (% days)","80,866",,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_01_OBSERVED,"CHC/GIP provided (% days)",0.0,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_01_PERCENTILE,"CHC/GIP provided (% days)",49,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_02_DENOMINATOR,"Gaps in nursing visits (% elections)",435,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_02_OBSERVED,"Gaps in nursing visits (% elections)",36.8,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_02_PERCENTILE,"Gaps in nursing visits (% elections)",23,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_03_DENOMINATOR,"Early live discharges (% live discharges)",99,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_03_OBSERVED,"Early live discharges (% live discharges)",4.0,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_03_PERCENTILE,"Early live discharges (% live discharges)",34,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_04_DENOMINATOR,"Late live discharges (% live discharges)",99,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_04_OBSERVED,"Late live discharges (% live discharges)",32.3,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_04_PERCENTILE,"Late live discharges (% live discharges)",30,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_05_DENOMINATOR,"Burdensome transitions, Type 1(% live discharges)",99,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",14.1,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",83,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",99,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",5.1,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",88,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_07_DENOMINATOR,"Per-beneficiary spending (U.S. dollars $)",686,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_07_OBSERVED,"Per-beneficiary spending (U.S. dollars $)","18,209",,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_07_PERCENTILE,"Per-beneficiary spending (U.S. dollars $)",65,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_08_DENOMINATOR,"Nurse care minutes per routine home care days (minutes)","80,727",,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_08_OBSERVED,"Nurse care minutes per routine home care days (minutes)",14.2,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_08_PERCENTILE,"Nurse care minutes per routine home care days (minutes)",69,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_09_DENOMINATOR,"Skilled nursing minutes on weekends (% minutes)","1,150,125",,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_09_OBSERVED,"Skilled nursing minutes on weekends (% minutes)",4.2,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_09_PERCENTILE,"Skilled nursing minutes on weekends (% minutes)",9,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_10_DENOMINATOR,"Visits near death (% decedents)",472,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_10_OBSERVED,"Visits near death (% decedents)",89.6,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,H_012_10_PERCENTILE,"Visits near death (% decedents)",32,,01/01/2021-12/31/2022
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Average_Daily_Census,"Average Daily Census",137.0,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Provided_Home_Care_and_other,"Provided Routine Home Care and other levels of care",Yes,,01/01/2018-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Provided_Home_Care_only,"Provided Routine Home Care only",No,,01/01/2018-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_Cancer,"Percent of Patients with Cancer",12,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_Dementia,"Percent of Patients with Dementia",34,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_Stroke,"Percent of Patients with Stroke",7,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_Circ_Heart_Disease,"Percent of Patients with Circulatory/heart disease",12,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_Resp_Disease,"Percent of Patients with Respiratory disease",6,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Pct_Pts_w_other_conditions,"Percent of Patients with Other Conditions",4,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Home,"Care Provided in Home",28,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Assisted_Living,"Care Provided in Assisted Living Facility",2,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Nursing_Facility,"Care Provided in Nursing Facility",5,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Skilled_Nursing,"Care Provided in Skilled Nursing Facility",63,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Inpatient_Hospital,"Care Provided in Inpatient Hospital Facility",0,14,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_Inpatient_Hospice,"Care Provided in Inpatient Hospice Facility",0,14,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Care_Provided_other_locations,"Care Provided in All other locations",2,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Bene_MA_Pct,"Hospice served at least 1 patient enrolled in Medicare Advantage during one year",Yes,,01/01/2020-12/31/2020
421582,"TRADITIONS HEALTH","115 SOUTHPORT ROAD",,SPARTANBURG,SC,29306,Greenville,"(864) 934-2798",4,Bene_Dual_Pct,"Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year",Yes,,01/01/2020-12/31/2020
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_001_01_DENOMINATOR,,78,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_001_01_OBSERVED,"Hospice and Palliative Care Treatment Preferences",98.7,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_002_01_DENOMINATOR,,78,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_002_01_OBSERVED,"Beliefs & Values Addressed (if desired by the patient)",94.9,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_003_01_DENOMINATOR,,78,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_003_01_OBSERVED,"Hospice and Palliative Care Pain Screening",97.4,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_004_01_DENOMINATOR,,34,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_004_01_OBSERVED,"Hospice and Palliative Care Pain Assessment",100.0,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_005_01_DENOMINATOR,,78,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_005_01_OBSERVED,"Hospice and Palliative Care Dyspnea Screening",100.0,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_006_01_DENOMINATOR,,33,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_006_01_OBSERVED,"Hospice and Palliative Care Dyspnea Treatment",90.9,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_007_01_DENOMINATOR,,12,,07/01/2022-06/30/2023
421583,"ABBEY ROAD HOSPICE, LLC","5429 BUSH RIVER ROAD",,COLUMBIA,SC,29212,Lexington,"(803) 551-5552",4,H_007_01_OBSERVED,"Patient Treated with an Opioid Who Are Given a Bowel Regimen","Not Available",1,07/01/2022-06/30/2023
